subject_id,trial,sentence_id,condition,sentence,target_position,n_saccades_detected,n_saccades_after_verb_onset,first_saccade_latency_s,first_saccade_duration_s,first_saccade_peak_vel_deg_s,first_saccade_landing_aoi,first_saccade_is_target,first_saccade_is_object,saccade_prop_pos1,saccade_prop_pos2,saccade_prop_pos3,saccade_prop_pos4,saccade_prop_target,n_saccades_landed_critical_window,target_object,first_saccade_chosen_object
subject-21,22,37,restrictive,The boy will peel the banana,4,13,0,,,,,,,,,,,,0,banana,
subject-21,23,23,restrictive,The girl will knit the scarf,2,12,1,0.4057,0.0337,342.7,subject,False,False,,,,,,1,scarf,subject
subject-21,24,28,non-restrictive,The cat will push the milk,3,16,3,0.0668,0.0199,1970.8,elsewhere,False,False,,,,,,3,milk,elsewhere
subject-21,25,43,restrictive,The man will lock the safe,2,15,1,0.052,0.0402,621.0,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,safe,pan
subject-21,26,20,non-restrictive,The baby will grab the kitten,3,13,1,0.5218,0.0468,341.5,subject,False,False,,,,,,1,kitten,subject
subject-21,27,27,restrictive,The boy will dim the lamp,2,11,0,,,,,,,,,,,,0,lamp,
subject-21,28,9,restrictive,The woman will read the book,4,12,0,,,,,,,,,,,,0,book,
subject-21,29,15,restrictive,The businessman will wear the hat,2,14,0,,,,,,,,,,,,0,hat,
subject-21,30,24,non-restrictive,The girl will lift the rabbit,3,12,0,,,,,,,,,,,,0,rabbit,
subject-21,31,14,non-restrictive,The boy will feed the dog,1,12,0,,,,,,,,,,,,0,dog,
subject-21,32,26,non-restrictive,The woman will blow grab the candle,1,9,0,,,,,,,,,,,,0,candle,
subject-21,33,38,non-restrictive,The woman will carry the apron,1,13,0,,,,,,,,,,,,1,apron,
subject-21,34,42,non-restrictive,The woman will wash the shirt,1,10,2,0.2089,0.0535,460.2,subject,False,False,,,,,,1,shirt,subject
subject-21,35,25,restrictive,The man will paint the canvas,4,21,0,,,,,,,,,,,,0,canvas,
subject-21,36,22,non-restrictive,The girl will hang the coat,1,14,1,0.4979,0.0334,645.1,pos2,False,True,,,,,,0,coat,hook
subject-21,37,31,restrictive,The woman will open the bottle,2,16,2,0.3449,0.0401,645.4,subject,False,False,0.0,1.0,0.0,0.0,1.0,2,bottle,subject
subject-21,38,7,restrictive,The doctor will inject the child,2,14,1,0.325,0.04,582.2,pos1,False,True,1.0,0.0,0.0,0.0,0.0,1,child,microscope
subject-21,39,17,restrictive,The man will chop the wood,4,12,1,0.5404,0.0538,529.5,elsewhere,False,False,,,,,,0,wood,elsewhere
subject-21,40,8,non-restrictive,The woman will dust the piano,3,13,0,,,,,,,,,,,,0,piano,
subject-21,41,45,restrictive,The chef will grate the carrot,4,13,0,,,,,,,,,,,,0,carrot,
subject-21,42,34,non-restrictive,The boy will move the radio,1,12,1,0.003,0.02,211.8,subject,False,False,,,,,,1,radio,subject
subject-21,43,44,non-restrictive,The baker will inspect the dough,3,12,1,0.6946,0.0535,449.6,elsewhere,False,False,,,,,,1,dough,elsewhere
subject-21,44,47,restrictive,The girl will vacuum the carpet,2,15,1,0.7036,0.0333,384.8,subject,False,False,,,,,,1,carpet,subject
subject-21,45,48,non-restrictive,The child will carry the balloon,3,21,3,0.0226,0.0266,139.7,pos2,False,True,0.3333,0.6667,0.0,0.0,0.0,3,balloon,pouch
subject-21,46,5,restrictive,The hiker will climb the mountain,4,14,2,0.2616,0.0532,600.3,pos3,False,True,0.0,0.0,1.0,0.0,0.0,2,mountain,moon
subject-21,47,35,restrictive,The girl will apply the mascara,2,14,0,,,,,,,,,,,,0,mascara,
subject-21,48,32,non-restrictive,The woman will carry the beer,3,13,1,0.0911,0.0469,538.5,subject,False,False,,,,,,1,beer,subject
subject-21,49,12,non-restrictive,The man will watch the boat,3,15,0,,,,,,,,,,,,0,boat,
subject-22,0,45,non-restrictive,The chef will carry the carrot,1,13,0,,,,,,,,,,,,0,carrot,
subject-22,1,7,non-restrictive,The doctor will check the child,3,10,3,0.1287,0.0605,340.4,pos2,False,True,0.0,1.0,0.0,0.0,0.0,3,child,microscope
subject-22,2,29,non-restrictive,The grandmother will eadturn the newspaper,1,9,0,,,,,,,,,,,,0,newspaper,
subject-22,3,38,restrictive,The woman will tie the apron,2,13,0,,,,,,,,,,,,0,apron,
subject-22,4,6,restrictive,The housewife will fry the mushrooms,2,7,0,,,,,,,,,,,,0,mushrooms,
subject-22,5,49,non-restrictive,The man will pick up the stamp,1,16,0,,,,,,,,,,,,0,stamp,
subject-22,6,5,non-restrictive,The hiker will photograph the mountain,1,11,0,,,,,,,,,,,,0,mountain,
subject-22,7,31,non-restrictive,The woman will examine the bottle,3,12,0,,,,,,,,,,,,0,bottle,
subject-22,8,20,restrictive,The baby will hug the kitten,4,9,0,,,,,,,,,,,,0,kitten,
subject-22,9,25,non-restrictive,The man will move the canvas,1,17,1,0.0236,0.0469,244.1,subject,False,False,,,,,,1,canvas,subject
subject-22,10,47,non-restrictive,The girl will move the carpet,3,11,0,,,,,,,,,,,,0,carpet,
subject-22,11,44,restrictive,The baker will knead the dough,4,7,0,,,,,,,,,,,,0,dough,
subject-22,12,0,restrictive,The boy will eat the cake,4,9,0,,,,,,,,,,,,0,cake,
subject-22,13,37,non-restrictive,The boy will move the banana,1,10,0,,,,,,,,,,,,0,banana,
subject-22,14,26,restrictive,The woman will blow out the candle,2,13,0,,,,,,,,,,,,0,candle,
subject-22,15,21,non-restrictive,The woman will move the flower,1,11,0,,,,,,,,,,,,0,flower,
subject-22,16,18,restrictive,The boy will kick the football,2,9,0,,,,,,,,,,,,0,football,
subject-22,17,39,non-restrictive,The boy will move the shoelace,3,12,1,0.0667,0.0336,260.3,subject,False,False,,,,,,1,shoelace,subject
subject-22,19,1,non-restrictive,The woman will try the wine,1,11,0,,,,,,,,,,,,0,wine,
subject-22,20,36,restrictive,The kid will build the lego,4,16,0,,,,,,,,,,,,0,lego,
subject-22,21,22,restrictive,The girl will zip the coat,2,14,0,,,,,,,,,,,,0,coat,
subject-22,22,15,non-restrictive,The businessman will  forget the hat,3,11,0,,,,,,,,,,,,0,hat,
subject-22,23,16,restrictive,The woman will wear the dress,4,15,0,,,,,,,,,,,,0,dress,
subject-22,24,17,non-restrictive,The man will  move the wood,1,15,0,,,,,,,,,,,,0,wood,
subject-22,25,14,restrictive,The boy will walk the dog,2,3,0,,,,,,,,,,,,0,dog,
subject-22,26,23,non-restrictive,The girl will hold the scarf,3,10,1,0.2637,0.0134,183.8,subject,False,False,,,,,,1,scarf,subject
subject-22,27,33,non-restrictive,The boy will open the suitcase,1,11,0,,,,,,,,,,,,0,suitcase,
subject-22,28,30,restrictive,The girl will roll the dice,2,5,0,,,,,,,,,,,,0,dice,
subject-22,29,24,restrictive,The girl will groom the rabbit,4,11,0,,,,,,,,,,,,0,rabbit,
subject-22,30,10,restrictive,The man will repair the washing machine,2,11,0,,,,,,,,,,,,0,washing-machine,
subject-22,31,19,non-restrictive,The chef will clean the bread,3,7,0,,,,,,,,,,,,0,bread,
subject-22,32,12,restrictive,The man will sail the boat,4,6,0,,,,,,,,,,,,0,boat,
subject-22,33,40,restrictive,The girl will button the blouse,4,9,0,,,,,,,,,,,,0,blouse,
subject-22,34,3,non-restrictive,The woman will touch the baby,3,13,0,,,,,,,,,,,,0,baby,
subject-22,35,46,restrictive,The musician will tune the violin,2,11,1,0.2776,0.0132,204.6,subject,False,False,,,,,,1,violin,subject
subject-22,36,8,restrictive,The woman will play the piano,4,13,0,,,,,,,,,,,,0,piano,
subject-22,37,27,non-restrictive,The boy will touch the lamp,3,8,0,,,,,,,,,,,,0,lamp,
subject-22,38,9,non-restrictive,The woman will open the book,1,11,0,,,,,,,,,,,,0,book,
subject-22,39,42,restrictive,The woman will sew the shirt,2,7,0,,,,,,,,,,,,0,shirt,
subject-22,40,2,restrictive,The policeman will arrest the man,2,9,0,,,,,,,,,,,,0,man,
subject-22,41,13,non-restrictive,The man will  collect the cigarettes,1,9,1,0.5274,0.0537,253.8,pos1,True,True,1.0,0.0,0.0,0.0,1.0,1,cigarettes,cigarettes
subject-22,42,48,restrictive,The child will inflate the balloon,4,7,0,,,,,,,,,,,,0,balloon,
subject-22,43,11,non-restrictive,The baby will kick the bell,3,15,0,,,,,,,,,,,,0,bell,
subject-22,44,41,non-restrictive,The boy will move the orange,1,10,0,,,,,,,,,,,,0,orange,
subject-22,45,43,non-restrictive,The man will wipe the safe,3,15,0,,,,,,,,,,,,0,safe,
subject-22,46,4,restrictive,The boy will bounce the ball,4,9,0,,,,,,,,,,,,0,ball,
subject-22,47,35,non-restrictive,The girl will squeeze the mascara,3,12,1,0.5645,0.0337,317.3,elsewhere,False,False,,,,,,1,mascara,elsewhere
subject-22,48,28,restrictive,The cat will drink the milk,4,11,0,,,,,,,,,,,,0,milk,
subject-22,49,32,restrictive,The woman will brew the beer,4,6,0,,,,,,,,,,,,0,beer,
subject-23,0,24,non-restrictive,The girl will lift the rabbit,4,8,1,0.5504,0.0198,206.6,elsewhere,False,False,,,,,,1,rabbit,elsewhere
subject-23,1,3,restrictive,The woman will bathe the baby,3,7,1,0.275,0.0201,533.6,subject,False,False,,,,,,1,baby,subject
subject-23,2,6,non-restrictive,The housewife will  wash the mushrooms,2,17,1,0.0466,0.0338,412.8,subject,False,False,,,,,,1,mushrooms,subject
subject-23,3,44,non-restrictive,The baker will inspect the dough,4,12,6,0.0245,0.0537,421.1,elsewhere,False,False,0.0,0.0,0.0,1.0,1.0,6,dough,elsewhere
subject-23,4,9,restrictive,The woman will read the book,1,8,0,,,,,,,,,,,,0,book,
subject-23,5,11,restrictive,The baby will ring the bell,3,16,1,0.1592,0.0134,204.8,elsewhere,False,False,,,,,,1,bell,elsewhere
subject-23,6,18,non-restrictive,The boy will touch the football,2,8,0,,,,,,,,,,,,0,football,
subject-23,7,42,non-restrictive,The woman will wash the shirt,2,12,1,0.4034,0.0134,489.5,elsewhere,False,False,,,,,,1,shirt,elsewhere
subject-23,8,23,restrictive,The girl will knit the scarf,3,12,1,0.2855,0.0201,377.5,elsewhere,False,False,,,,,,1,scarf,elsewhere
subject-23,9,46,non-restrictive,The musician will move the violin,2,16,1,0.2326,0.0132,279.7,elsewhere,False,False,,,,,,1,violin,elsewhere
subject-23,10,26,non-restrictive,The woman will blow grab the candle,2,16,1,0.2894,0.0669,569.9,elsewhere,False,False,,,,,,1,candle,elsewhere
subject-23,11,7,restrictive,The doctor will inject the child,3,15,1,0.305,0.0333,657.2,subject,False,False,,,,,,1,child,subject
subject-23,12,41,restrictive,The boy will squeeze the orange,1,17,2,0.0173,0.0673,435.0,elsewhere,False,False,,,,,,2,orange,elsewhere
subject-23,13,47,restrictive,The girl will vacuum the carpet,3,13,0,,,,,,,,,,,,1,carpet,
subject-23,14,10,non-restrictive,The man will wipe the washing machine,2,13,1,1.0615,0.0334,317.3,elsewhere,False,False,,,,,,2,washing-machine,elsewhere
subject-23,15,34,non-restrictive,The boy will move the radio,2,8,1,0.4857,0.0469,367.2,subject,False,False,,,,,,1,radio,subject
subject-23,16,29,restrictive,The grandmother will read the newspaper,1,7,0,,,,,,,,,,,,0,newspaper,
subject-23,17,49,restrictive,The man will lick the stamp,1,6,1,0.3667,0.0537,730.8,elsewhere,False,False,,,,,,1,stamp,elsewhere
subject-23,18,33,restrictive,The boy will unzip the suitcase,1,14,2,0.2041,0.0531,1012.4,pos2,False,True,0.0,1.0,0.0,0.0,0.0,2,suitcase,envelope
subject-23,19,21,restrictive,The woman will water the flower,1,10,0,,,,,,,,,,,,0,flower,
subject-23,20,22,non-restrictive,The girl will hang the coat,2,17,1,0.4843,0.0134,238.9,elsewhere,False,False,,,,,,1,coat,elsewhere
subject-23,21,1,restrictive,The woman will drink the wine,1,17,1,0.4709,0.0134,320.1,elsewhere,False,False,,,,,,1,wine,elsewhere
subject-23,22,16,non-restrictive,The woman will  carry the dress,4,10,0,,,,,,,,,,,,0,dress,
subject-23,23,45,restrictive,The chef will grate the carrot,1,17,0,,,,,,,,,,,,0,carrot,
subject-23,24,25,restrictive,The man will paint the canvas,1,16,0,,,,,,,,,,,,0,canvas,
subject-23,25,32,non-restrictive,The woman will carry the beer,4,11,1,0.3189,0.0135,308.1,elsewhere,False,False,,,,,,2,beer,elsewhere
subject-23,26,20,non-restrictive,The baby will grab the kitten,4,13,0,,,,,,,,,,,,0,kitten,
subject-23,27,4,non-restrictive,The boy will throw the ball,4,10,1,0.4731,0.027,297.9,elsewhere,False,False,,,,,,1,ball,elsewhere
subject-23,28,13,restrictive,The man will smoke the cigarettes,1,15,0,,,,,,,,,,,,0,cigarettes,
subject-23,29,5,restrictive,The hiker will climb the mountain,1,17,2,0.2615,0.0201,451.8,elsewhere,False,False,,,,,,2,mountain,elsewhere
subject-23,30,15,restrictive,The businessman will wear the hat,3,16,2,0.435,0.0133,281.6,pos4,False,True,0.0,0.0,0.0,1.0,0.0,2,hat,wallet
subject-23,31,48,non-restrictive,The child will carry the balloon,4,15,2,0.1564,0.027,373.1,pos2,False,True,0.0,1.0,0.0,0.0,0.0,2,balloon,flag
subject-23,32,28,non-restrictive,The cat will push the milk,4,13,1,0.047,0.0133,286.2,elsewhere,False,False,,,,,,1,milk,elsewhere
subject-23,33,37,restrictive,The boy will peel the banana,1,16,1,0.4284,0.0132,583.5,subject,False,False,,,,,,1,banana,subject
subject-23,34,8,non-restrictive,The woman will dust the piano,4,17,0,,,,,,,,,,,,1,piano,
subject-23,35,39,restrictive,The boy will tie the shoelace,3,10,0,,,,,,,,,,,,0,shoelace,
subject-23,36,19,restrictive,The chef will slice the bread,3,14,1,0.3387,0.0402,777.4,elsewhere,False,False,,,,,,1,bread,elsewhere
subject-23,37,17,restrictive,The man will chop the wood,1,16,1,0.3062,0.0336,476.5,elsewhere,False,False,,,,,,1,wood,elsewhere
subject-23,38,27,restrictive,The boy will dim the lamp,3,11,0,,,,,,,,,,,,0,lamp,
subject-23,39,12,non-restrictive,The man will watch the boat,4,10,1,0.2125,0.02,415.2,subject,False,False,,,,,,1,boat,subject
subject-23,40,38,non-restrictive,The woman will carry the apron,2,19,2,0.4184,0.0469,257.3,pos4,False,True,0.0,0.0,0.0,1.0,0.0,2,apron,broom
subject-23,41,30,non-restrictive,The girl will grab the dice,2,10,1,0.5454,0.0403,400.5,subject,False,False,,,,,,1,dice,subject
subject-23,42,31,restrictive,The woman will open the bottle,3,9,2,0.2179,0.0267,335.3,subject,False,False,,,,,,1,bottle,subject
subject-23,43,35,restrictive,The girl will apply the mascara,3,15,4,0.1521,0.0804,437.0,subject,False,False,,,,,,4,mascara,subject
subject-23,44,36,non-restrictive,The kid will stack the lego,4,14,2,0.4451,0.0335,859.3,subject,False,False,,,,,,2,lego,subject
subject-23,45,2,non-restrictive,The policeman will search the man,2,14,0,,,,,,,,,,,,0,man,
subject-23,46,14,non-restrictive,The boy will feed the dog,2,13,1,0.2496,0.0335,287.7,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,dog,bird
subject-23,47,40,non-restrictive,The girl will hold the blouse,4,14,1,0.3026,0.0336,405.4,elsewhere,False,False,,,,,,1,blouse,elsewhere
subject-23,48,43,restrictive,The man will lock the safe,3,9,2,0.1121,0.0536,304.5,subject,False,False,,,,,,2,safe,subject
subject-23,49,0,non-restrictive,The boy will move the cake,4,17,2,0.2402,0.0469,332.6,elsewhere,False,False,,,,,,2,cake,elsewhere
subject-24,0,22,restrictive,The girl will zip the coat,3,11,0,,,,,,,,,,,,0,coat,
subject-24,1,31,non-restrictive,The woman will examine the bottle,4,9,0,,,,,,,,,,,,0,bottle,
subject-24,2,7,non-restrictive,The doctor will check the child,4,10,0,,,,,,,,,,,,0,child,
subject-24,3,30,restrictive,The girl will roll the dice,3,11,2,0.1542,0.0606,110.4,subject,False,False,,,,,,2,dice,subject
subject-24,4,3,non-restrictive,The woman will touch the baby,4,17,0,,,,,,,,,,,,0,baby,
subject-24,5,19,non-restrictive,The chef will clean the bread,4,11,0,,,,,,,,,,,,0,bread,
subject-24,6,5,non-restrictive,The hiker will photograph the mountain,2,9,0,,,,,,,,,,,,0,mountain,
subject-24,7,44,restrictive,The baker will knead the dough,1,7,0,,,,,,,,,,,,0,dough,
subject-24,8,48,restrictive,The child will inflate the balloon,1,13,0,,,,,,,,,,,,0,balloon,
subject-24,9,9,non-restrictive,The woman will open the book,2,8,0,,,,,,,,,,,,0,book,
subject-24,10,25,non-restrictive,The man will move the canvas,2,11,0,,,,,,,,,,,,0,canvas,
subject-24,11,16,restrictive,The woman will wear the dress,1,17,2,0.1562,0.02,150.4,pos3,False,True,0.0,0.0,0.5,0.5,0.0,3,dress,backpack
subject-24,12,21,non-restrictive,The woman will move the flower,2,12,1,0.377,0.0406,486.5,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,flower,magazine
subject-24,13,39,non-restrictive,The boy will move the shoelace,4,8,1,0.4153,0.0536,365.3,elsewhere,False,False,,,,,,1,shoelace,elsewhere
subject-24,14,37,non-restrictive,The boy will move the banana,2,11,1,0.5014,0.0397,243.1,pos4,False,True,,,,,,0,banana,marker
subject-24,15,32,restrictive,The woman will brew the beer,1,10,1,0.0288,0.0336,305.4,elsewhere,False,False,,,,,,1,beer,elsewhere
subject-24,16,20,restrictive,The baby will hug the kitten,1,9,0,,,,,,,,,,,,0,kitten,
subject-24,17,1,non-restrictive,The woman will try the wine,2,13,2,0.009,0.0133,182.4,pos2,True,True,0.5,0.5,0.0,0.0,0.5,2,wine,wine
subject-24,18,18,restrictive,The boy will kick the football,3,12,1,0.4408,0.0401,303.7,pos2,False,True,0.0,1.0,0.0,0.0,0.0,1,football,leaf
subject-24,19,6,restrictive,The housewife will fry the mushrooms,3,13,1,0.4472,0.0331,260.7,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,mushrooms,mushrooms
subject-24,20,47,non-restrictive,The girl will move the carpet,4,14,1,0.4004,0.0333,185.4,pos2,False,True,0.0,1.0,0.0,0.0,0.0,2,carpet,roller
subject-24,21,14,restrictive,The boy will walk the dog,3,9,2,0.3826,0.0136,216.7,pos2,False,True,0.0,1.0,0.0,0.0,0.0,1,dog,hen
subject-24,22,42,restrictive,The woman will sew the shirt,3,11,3,0.0681,0.0469,220.8,pos3,True,True,0.0,0.0,1.0,0.0,1.0,3,shirt,shirt
subject-24,23,46,restrictive,The musician will tune the violin,3,13,2,0.0698,0.0136,214.0,pos3,True,True,0.0,0.0,1.0,0.0,1.0,2,violin,violin
subject-24,24,35,non-restrictive,The girl will squeeze the mascara,4,11,1,0.2096,0.0404,194.7,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,mascara,pot
subject-24,25,4,restrictive,The boy will bounce the ball,1,10,1,0.5895,0.0335,282.7,elsewhere,False,False,,,,,,1,ball,elsewhere
subject-24,26,41,non-restrictive,The boy will move the orange,2,7,1,0.0268,0.0334,204.3,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,orange,stone
subject-24,27,36,restrictive,The kid will build the lego,1,18,1,0.1003,0.0335,214.4,pos1,True,True,1.0,0.0,0.0,0.0,1.0,1,lego,lego
subject-24,28,43,non-restrictive,The man will wipe the safe,4,10,2,0.099,0.0336,264.3,pos2,False,True,0.0,1.0,0.0,0.0,0.0,2,safe,bolt
subject-24,29,49,non-restrictive,The man will pick up the stamp,2,15,2,0.2471,0.0404,219.5,pos3,False,True,0.0,0.0,1.0,0.0,0.0,1,stamp,envelope
subject-24,30,13,non-restrictive,The man will  collect the cigarettes,2,14,2,0.5408,0.0267,178.1,elsewhere,False,False,,,,,,1,cigarettes,elsewhere
subject-24,31,11,non-restrictive,The baby will kick the bell,4,19,1,0.2223,0.0336,181.2,elsewhere,False,False,0.0,0.0,1.0,0.0,0.0,2,bell,elsewhere
subject-24,32,15,non-restrictive,The businessman will  forget the hat,4,14,3,0.0188,0.0135,221.1,elsewhere,False,False,1.0,0.0,0.0,0.0,0.0,3,hat,elsewhere
subject-24,33,33,non-restrictive,The boy will open the suitcase,2,20,2,0.0963,0.0136,216.3,pos4,False,True,0.0,0.0,0.5,0.5,0.0,2,suitcase,box
subject-24,34,38,restrictive,The woman will tie the apron,3,10,2,0.3791,0.0338,252.2,pos2,False,True,0.0,0.5,0.5,0.0,0.5,2,apron,cloth
subject-24,35,10,restrictive,The man will repair the washing machine,3,9,1,0.1487,0.0335,275.0,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,washing-machine,washing-machine
subject-24,36,2,restrictive,The policeman will arrest the man,3,15,1,0.0054,0.0198,113.2,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,man,man
subject-24,37,24,restrictive,The girl will groom the rabbit,1,10,0,,,,,,,,,,,,0,rabbit,
subject-24,38,17,non-restrictive,The man will  move the wood,2,12,3,0.1573,0.0199,140.2,pos3,False,True,0.0,0.3333,0.6667,0.0,0.3333,3,wood,bucket
subject-24,39,8,restrictive,The woman will play the piano,1,8,2,0.1038,0.0202,219.4,pos2,False,True,0.5,0.5,0.0,0.0,0.5,2,piano,table
subject-24,40,26,restrictive,The woman will blow out the candle,3,11,2,0.3159,0.0333,321.6,pos2,False,True,0.0,0.5,0.5,0.0,0.5,2,candle,coaster
subject-24,41,27,non-restrictive,The boy will touch the lamp,4,13,3,0.0153,0.0135,164.7,pos3,False,True,0.0,0.0,0.6667,0.3333,0.3333,3,lamp,picture
subject-24,42,12,restrictive,The man will sail the boat,1,5,0,,,,,,,,,,,,0,boat,
subject-24,43,0,restrictive,The boy will eat the cake,1,11,0,,,,,,,,,,,,0,cake,
subject-24,44,28,restrictive,The cat will drink the milk,1,11,1,0.1549,0.0469,247.6,pos1,True,True,1.0,0.0,0.0,0.0,1.0,2,milk,milk
subject-24,45,29,non-restrictive,The grandmother will eadturn the newspaper,2,11,0,,,,,,,,,,,,0,newspaper,
subject-24,47,40,restrictive,The girl will button the blouse,1,13,0,,,,,,,,,,,,0,blouse,
subject-24,48,23,non-restrictive,The girl will hold the scarf,4,16,1,0.3098,0.0139,284.7,pos4,True,True,0.0,0.0,0.0,1.0,1.0,1,scarf,scarf
subject-24,49,45,non-restrictive,The chef will carry the carrot,2,15,2,0.1121,0.0134,161.8,pos3,False,True,0.0,0.0,1.0,0.0,0.0,3,carrot,laddle
subject-10,0,37,non-restrictive,The boy will move the banana,3,13,0,,,,,,,,,,,,0,banana,
subject-10,2,45,non-restrictive,The chef will carry the carrot,3,13,1,0.4671,0.0399,637.2,pos3,True,True,0.0,0.0,1.0,0.0,1.0,1,carrot,carrot
subject-10,3,47,non-restrictive,The girl will move the carpet,1,8,0,,,,,,,,,,,,0,carpet,
subject-10,4,12,restrictive,The man will sail the boat,2,6,1,0.4583,0.0467,267.2,elsewhere,False,False,,,,,,1,boat,elsewhere
subject-10,5,5,non-restrictive,The hiker will photograph the mountain,3,7,0,,,,,,,,,,,,0,mountain,
subject-10,6,39,non-restrictive,The boy will move the shoelace,1,7,1,0.2544,0.0335,244.8,elsewhere,False,False,,,,,,2,shoelace,elsewhere
subject-10,7,20,restrictive,The baby will hug the kitten,2,3,0,,,,,,,,,,,,0,kitten,
subject-10,8,24,restrictive,The girl will groom the rabbit,2,3,0,,,,,,,,,,,,0,rabbit,
subject-10,9,1,non-restrictive,The woman will try the wine,3,6,0,,,,,,,,,,,,0,wine,
subject-10,10,43,non-restrictive,The man will wipe the safe,1,7,0,,,,,,,,,,,,0,safe,
subject-10,11,26,restrictive,The woman will blow out the candle,4,3,0,,,,,,,,,,,,0,candle,
subject-10,12,8,restrictive,The woman will play the piano,2,6,0,,,,,,,,,,,,0,piano,
subject-10,13,32,restrictive,The woman will brew the beer,2,8,1,0.3906,0.0201,191.0,elsewhere,False,False,,,,,,1,beer,elsewhere
subject-10,14,16,restrictive,The woman will wear the dress,2,9,0,,,,,,,,,,,,0,dress,
subject-10,15,48,restrictive,The child will inflate the balloon,2,8,1,0.7317,0.0198,200.8,subject,False,False,,,,,,0,balloon,subject
subject-10,16,9,non-restrictive,The woman will open the book,3,0,0,,,,,,,,,,,,0,book,
subject-10,17,44,restrictive,The baker will knead the dough,2,6,0,,,,,,,,,,,,0,dough,
subject-10,18,18,restrictive,The boy will kick the football,4,10,0,,,,,,,,,,,,0,football,
subject-10,19,46,restrictive,The musician will tune the violin,4,8,0,,,,,,,,,,,,0,violin,
subject-10,20,22,restrictive,The girl will zip the coat,4,7,1,0.4358,0.0267,196.0,subject,False,False,,,,,,1,coat,subject
subject-10,21,10,restrictive,The man will repair the washing machine,4,8,2,1.066,0.0406,346.1,elsewhere,False,False,0.0,0.0,0.0,1.0,1.0,2,washing-machine,elsewhere
subject-10,22,49,non-restrictive,The man will pick up the stamp,3,7,0,,,,,,,,,,,,0,stamp,
subject-10,23,40,restrictive,The girl will button the blouse,2,4,0,,,,,,,,,,,,0,blouse,
subject-10,24,31,non-restrictive,The woman will examine the bottle,1,6,0,,,,,,,,,,,,0,bottle,
subject-10,25,23,non-restrictive,The girl will hold the scarf,1,2,0,,,,,,,,,,,,0,scarf,
subject-10,26,41,non-restrictive,The boy will move the orange,3,2,0,,,,,,,,,,,,0,orange,
subject-10,27,36,restrictive,The kid will build the lego,2,1,0,,,,,,,,,,,,0,lego,
subject-10,28,27,non-restrictive,The boy will touch the lamp,1,9,0,,,,,,,,,,,,0,lamp,
subject-10,29,6,restrictive,The housewife will fry the mushrooms,4,5,0,,,,,,,,,,,,0,mushrooms,
subject-10,30,4,restrictive,The boy will bounce the ball,2,8,0,,,,,,,,,,,,0,ball,
subject-10,31,19,non-restrictive,The chef will clean the bread,1,11,0,,,,,,,,,,,,0,bread,
subject-10,32,0,restrictive,The boy will eat the cake,2,4,0,,,,,,,,,,,,0,cake,
subject-10,33,38,restrictive,The woman will tie the apron,4,4,0,,,,,,,,,,,,0,apron,
subject-10,34,14,restrictive,The boy will walk the dog,4,2,0,,,,,,,,,,,,0,dog,
subject-10,35,29,non-restrictive,The grandmother will eadturn the newspaper,3,1,0,,,,,,,,,,,,0,newspaper,
subject-10,36,42,restrictive,The woman will sew the shirt,4,8,0,,,,,,,,,,,,0,shirt,
subject-10,37,28,restrictive,The cat will drink the milk,2,8,0,,,,,,,,,,,,0,milk,
subject-10,38,3,non-restrictive,The woman will touch the baby,1,8,1,0.4987,0.0135,137.0,elsewhere,False,False,,,,,,1,baby,elsewhere
subject-10,39,25,non-restrictive,The man will move the canvas,3,7,0,,,,,,,,,,,,0,canvas,
subject-10,40,17,non-restrictive,The man will  move the wood,3,3,0,,,,,,,,,,,,0,wood,
subject-10,41,13,non-restrictive,The man will  collect the cigarettes,3,8,0,,,,,,,,,,,,0,cigarettes,
subject-10,42,7,non-restrictive,The doctor will check the child,1,6,0,,,,,,,,,,,,0,child,
subject-10,43,33,non-restrictive,The boy will open the suitcase,3,2,0,,,,,,,,,,,,0,suitcase,
subject-10,44,21,non-restrictive,The woman will move the flower,3,7,1,0.2234,0.02,204.7,subject,False,False,,,,,,1,flower,subject
subject-10,45,15,non-restrictive,The businessman will  forget the hat,1,4,0,,,,,,,,,,,,0,hat,
subject-10,46,11,non-restrictive,The baby will kick the bell,1,2,0,,,,,,,,,,,,0,bell,
subject-10,47,2,restrictive,The policeman will arrest the man,4,3,0,,,,,,,,,,,,0,man,
subject-10,48,30,restrictive,The girl will roll the dice,4,2,0,,,,,,,,,,,,0,dice,
subject-10,49,35,non-restrictive,The girl will squeeze the mascara,1,7,1,0.6183,0.0336,169.4,elsewhere,False,False,,,,,,1,mascara,elsewhere
subject-11,0,10,non-restrictive,The man will wipe the washing machine,4,12,2,0.9748,0.0402,305.2,pos3,False,True,0.0,0.0,0.5,0.5,0.5,2,washing-machine,wastebin
